Name,Race
purvis,white
acuna,hispanic
ulrich,white
chau,asian
german,white
schulte,white
conroy,white
hooker,white
thayer,white
gage,white
nevarez,hispanic
jansen,white
alaniz,hispanic
mcnair,black
honeycutt,white
baer,white
rosenthal,white
pickens,white
balderas,hispanic
giordano,white
pappas,white
henning,white
malloy,white
schilling,white
duff,white
carrera,hispanic
burkhart,white
adamson,white
arnett,white
reagan,white
anguiano,hispanic
lincoln,white
tamayo,hispanic
perdue,white
easley,white
hogue,white
orourke,white
rincon,hispanic
abernathy,white
altman,white
huston,white
foote,white
ennis,white
whiting,white
chadwick,white
adler,white
barney,white
ontiveros,hispanic
ring,white
rider,white
joiner,white
goldsmith,white
baum,white
ruffin,black
laughlin,white
rader,white
baron,white
trimble,white
hare,white
russ,white
ahmad,asian
parr,white
montanez,hispanic
aaron,white
clinton,white
woodall,white
marcum,white
dowling,white
stoner,white
mattson,white
means,white
london,white
adame,hispanic
bynum,black
farias,hispanic
brannon,white
cazares,hispanic
brenner,white
ladd,white
willoughby,white
kinsey,white
dozier,black
hairston,black
holguin,hispanic
shook,white
faust,white
deluca,white
lyles,black
dias,white
felton,white
mcnally,white
schreiber,white
earl,white
berman,white
schaeffer,white
cheek,white
fenton,white
sams,white
saylor,white
robledo,hispanic
espino,hispanic
hauser,white
cleary,white
nugent,white
boudreaux,white
nickerson,white
sorenson,white
rowell,white
coats,white
yoon,asian
mast,white
espinal,hispanic
ibrahim,white
dietrich,white
bruner,white
valdivia,hispanic
jernigan,white
schwarz,white
gale,white
chapa,hispanic
prather,white
seals,white
wetzel,white
mock,white
parham,black
stjohn,white
hutson,white
aponte,hispanic
jolly,white
stauffer,white
goodson,white
boston,white
scruggs,white
stoltzfus,white
giron,hispanic
mccloud,white
titus,white
burnham,white
grubbs,white
redding,white
tilley,white
royal,white
busby,white
hillman,white
cornett,white
burr,white
luu,asian
mosher,white
coley,white
hayward,white
naranjo,hispanic
henriquez,hispanic
skelton,white
cutler,white
vergara,hispanic
mcgregor,white
kerns,white
goddard,white
lombardo,white
brunner,white
rowley,white
shipman,white
corey,white
craven,white
talbot,white
anders,white
reaves,white
hough,white
iverson,white
monahan,white
beavers,white
julian,white
ceballos,hispanic
leary,white
burk,white
borden,white
nagy,white
chatman,black
dow,white
carlos,hispanic
antonio,hispanic
mckinnon,white
tabor,white
tinsley,white
driver,white
dawkins,black
sauer,white
elizondo,hispanic
vann,white
wray,white
trinh,asian
ruff,white
sousa,white
mahan,white
leone,white
he,asian
bartholomew,white
hinds,white
call,white
dowell,white
kellogg,white
horvath,white
whitmore,white
bianco,white
jack,white
pantoja,hispanic
negrete,hispanic
hearn,white
thurston,white
watt,white
roque,hispanic
pyle,white
kitchen,white
guillory,white
chong,asian
lemon,white
kearns,white
mohammed,black
purdy,white
lentz,white
falcon,hispanic
flint,white
delgadillo,hispanic
wagoner,white
fajardo,hispanic
briones,hispanic
conn,white
her,asian
armenta,hispanic
dobbins,white
chester,white
banda,hispanic
urbina,hispanic
mattingly,white
beckman,white
solorzano,hispanic
ruth,white
starkey,white
lind,white
waggoner,white
gannon,white
meek,white
puente,hispanic
bail,white
isaacs,white
brower,white
yazzie,americanindian
strange,white
boles,white
mares,hispanic
wilburn,white
malik,asian
priest,white
michaud,white
tejada,hispanic
irving,white
farrar,white
power,white
gentile,white
dent,white
douglass,white
lundy,white
fay,white
beebe,white
chavis,black
rea,white
griffiths,white
ireland,white
marion,white
lira,hispanic
schuler,white
unger,white
mojica,hispanic
rudd,white
demarco,white
hummel,white
almanza,hispanic
merchant,white
monroy,hispanic
grubb,white
harman,white
durbin,white
gaytan,hispanic
baumann,white
salter,white
silverman,white
meehan,white
dennison,white
knott,white
perales,hispanic
francois,black
mulligan,white
stclair,white
bliss,white
wakefield,white
kahn,white
barth,white
parnell,white
dove,white
noriega,hispanic
cloud,white
stearns,white
nagel,white
weldon,white
handy,white
lorenz,white
crook,white
loomis,white
laws,white
salmon,white
centeno,hispanic
roark,white
hostetler,white
herrington,white
higginbotham,white
carnes,white
tobias,white
soria,hispanic
limon,hispanic
diggs,black
parish,white
luong,asian
resendiz,hispanic
kelsey,white
echols,white
worthington,white
barbour,white
coles,black
fournier,white
starnes,white
randle,black
reardon,white
coughlin,white
vick,white
jacques,white
heim,white
staton,white
garay,hispanic
lawler,white
bowser,white
harms,white
fierro,hispanic
pederson,white
collazo,hispanic
mcmahan,white
hershberger,white
linton,white
ogle,white
mehta,asian
mayberry,white
barger,white
alley,white
oswald,white
stoddard,white
mcdonnell,white
shelley,white
newcomb,white
blackman,white
augustine,white
mark,white
creech,white
stump,white
chance,white
tejeda,hispanic
clemens,white
baughman,white
ryder,white
lombardi,white
weiner,white
mota,hispanic
villasenor,hispanic
breen,white
gant,black
kong,asian
way,white
kaminski,white
vanhorn,white
lockett,black
elam,white
maier,white
gruber,white
angeles,hispanic
trahan,white
irizarry,hispanic
rapp,white
foss,white
mcclelland,white
kilpatrick,white
daigle,white
burdick,white
weathers,white
gavin,white
winslow,white
whitten,white
deaton,white
seay,white
squires,white
estep,white
arndt,white
satterfield,white
early,white
moua,asian
heck,white
fairchild,white
rowan,white
ouellette,white
beam,white
high,white
sebastian,white
donohue,white
moeller,white
luther,white
lofton,black
kruger,white
myles,black
humphreys,white
renner,white
alves,white
forrester,white
coy,white
dykes,white
branham,white
grier,black
pfeiffer,white
whipple,white
thibodeaux,white
strauss,white
braswell,white
heaton,white
linder,white
hills,white
hamby,white
callaway,white
ellsworth,white
mathew,asian
lovelace,white
valles,hispanic
weller,white
upton,white
andrew,white
estrella,hispanic
tharp,white
parrott,white
christy,white
singletary,black
mateo,hispanic
gunderson,white
coburn,white
minton,white
duenas,hispanic
mackenzie,white
briscoe,white
lawton,white
sarmiento,hispanic
brinkley,white
keener,white
askew,black
storey,white
ferrara,white
chastain,white
harp,white
manzo,hispanic
sherrill,white
medley,white
hacker,white
bonds,black
pruett,white
mccartney,white
hitchcock,white
tierney,white
braden,white
devries,white
crouse,white
dowd,white
suggs,white
pickering,white
adam,white
cheney,white
mesa,hispanic
yancey,white
morrissey,white
weinstein,white
jarrell,white
rector,white
loyd,white
solorio,hispanic
garvin,white
jaime,hispanic
stamper,white
ivy,white
edmondson,white
pool,white
bearden,white
roldan,hispanic
hemphill,white
emmons,white
mcnulty,white
newberry,white
valerio,hispanic
trinidad,hispanic
dowdy,white
guajardo,hispanic
hook,white
aparicio,hispanic
scherer,white
darden,black
joy,white
tirado,hispanic
robb,white
templeton,white
rinehart,white
goetz,white
rhoads,white
bock,white
slack,white
carrier,white
william,black
asher,white
shell,white
layne,white
gilliland,white
alba,hispanic
shank,white
traylor,white
holm,white
tam,asian
bales,white
bourgeois,white
carrington,black
jasso,hispanic
ko,asian
stockton,white
graf,white
noonan,white
spear,white
pressley,white
felder,black
jameson,white
wahl,white
archuleta,hispanic
nesbitt,white
seaman,white
myrick,white
kwon,asian
byler,white
herrmann,white
yoo,asian
vitale,white
loera,hispanic
parson,white
marlow,white
jeter,black
tong,asian
lyle,white
scales,black
segovia,hispanic
burleson,white
chiu,asian
witherspoon,black
barfield,white
fabian,white
bouchard,white
chun,asian
markham,white
zeigler,white
ulloa,hispanic
leavitt,white
ely,white
martino,white
lance,white
dubose,white
redd,white
pringle,white
padron,hispanic
damico,white
condon,white
wiles,white
garibay,hispanic
culp,white
santillan,hispanic
westfall,white
willey,white
lassiter,white
willett,white
graff,white
bachman,white
barkley,white
blank,white
croft,white
baltazar,hispanic
salisbury,white
easter,white
burden,white
redman,white
salvador,hispanic
schell,white
devlin,white
woo,asian
steen,white
leggett,white
girard,white
su,asian
gann,white
lytle,white
nobles,white
bolin,white
fuchs,white
radford,white
foy,white
epstein,white
lipscomb,white
carreon,hispanic
pease,white
regalado,hispanic
oldham,white
belanger,white
alcantar,hispanic
looney,white
kenyon,white
reich,white
epperson,white
aguayo,hispanic
beaty,white
ricketts,white
cheatham,white
lusk,white
mabry,white
millard,white
shen,asian
thrasher,white
danielson,white
ebert,white
tubbs,white
gilchrist,white
cardoza,hispanic
andres,white
willingham,white
ragland,white
aiken,white
caron,white
snodgrass,white
gaffney,white
babb,white
denney,white
schofield,white
jauregui,hispanic
main,white
tavares,white
barone,white
trout,white
rees,white
pedraza,hispanic
crisp,white
gillette,white
stock,white
baggett,white
messina,white
killian,white
angulo,hispanic
amato,white
wendt,white
parris,white
hammonds,white
steinberg,white
breaux,white
east,white
mcarthur,white
grey,white
wisniewski,white
pan,asian
guardado,hispanic
benavidez,hispanic
garber,white
lazo,hispanic
lerma,hispanic
alcantara,hispanic
houck,white
seitz,white
schubert,white
munguia,hispanic
reddy,asian
huntley,white
wing,white
adcock,white
slade,white
matlock,white
longo,white
orlando,white
hein,white
trammell,white
guinn,white
will,white
muse,white
clancy,white
caraballo,hispanic
baugh,white
crawley,white
wheatley,white
linn,white
shockley,white
chisholm,white
dong,asian
mccurdy,white
bertrand,white
spann,black
preciado,hispanic
cooney,white
berrios,hispanic
zelaya,hispanic
jaeger,white
smalls,black
clevenger,white
durant,white
bollinger,white
armendariz,hispanic
denson,black
mixon,white
geary,white
montiel,hispanic
santamaria,hispanic
mcafee,white
donald,white
foust,white
sisk,white
rockwell,white
ferraro,white
still,white
casper,white
cintron,hispanic
overstreet,white
borges,white
concepcion,hispanic
lemons,white
matson,white
brinson,white
shelby,white
ralston,white
altamirano,hispanic
swann,white
alicea,hispanic
broughton,white
oglesby,white
caceres,hispanic
braxton,black
ashton,white
lomeli,hispanic
begum,asian
scarborough,white
dewey,white
alfonso,hispanic
duggan,white
nadeau,white
churchill,white
loya,hispanic
ragsdale,white
mace,white
brubaker,white
riggins,white
curley,white
graber,white
mccrary,white
farnsworth,white
herrick,white
oates,white
nunes,white
harley,white
robert,white
talbert,white
hopson,white
waterman,white
gao,asian
lantz,white
hamrick,white
cornwell,white
nye,white
reis,white
birch,white
milner,white
slone,white
spurlock,white
tolliver,black
almonte,hispanic
razo,hispanic
masterson,white
porras,hispanic
moulton,white
monk,white
pence,white
hatton,white
rust,white
duckworth,white
frantz,white
oreilly,white
bundy,white
bethea,black
reinhardt,white
sam,asian
guo,asian
littlejohn,black
carlin,white
kimbrough,black
low,white
stoll,white
landrum,white
champagne,white
forte,white
dyson,white
jett,white
bach,white
streeter,white
christman,white
brink,white
herr,white
falk,white
beverly,white
wylie,white
fallon,white
billingsley,white
stack,white
chowdhury,asian
pascual,hispanic
qualls,white
persaud,asian
christianson,white
fortner,white
gilman,white
cecil,white
france,white
turpin,white
greenfield,white
mize,white
selby,white
cotter,white
new,white
fontaine,white
valladares,hispanic
edgar,white
forman,white
hannon,white
reedy,white
galvin,white
doughty,white
fraley,white
beckwith,white
allan,white
beauchamp,white
viera,hispanic
moffett,white
stuckey,white
brumfield,white
lankford,white
cyr,white
bolanos,hispanic
shanks,white
osullivan,white
delvalle,hispanic
hite,white
arenas,hispanic
tomlin,white
cardwell,white
milam,white
bowie,black
halverson,white
speer,white
amaro,hispanic
mcmillian,black
ponder,white
beckett,white
applegate,white
larue,white
hudgins,white
paxton,white
martins,white
fortune,white
bair,white
dorman,white
neville,white
rains,white
smalley,white
lamar,white
holton,white
patten,white
harlow,white
vue,asian
marx,white
sommers,white
kolb,white
morrell,white
havens,white
brice,white
